local e=
{
ByIdx={
{100101,"qiyu001",0,"heroname_1012",1,101202,"face_angry",0,"",2,"qiyu002",100102,"qiyu003",100103},
{300704,"dailyIns_8desc_4",0,"playername",4,0,"",0,"",1,"0",300705,"0",0},
{300705,"dailyIns_8desc_5",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",300706,"0",0},
{300706,"dailyIns_8desc_6",0,"playername",4,0,"",0,"",1,"0",300707,"0",0},
{300707,"dailyIns_8desc_7",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",300708,"0",0},
{300708,"dailyIns_8desc_8",0,"playername",4,0,"",0,"",1,"0",300709,"0",0},
{300709,"dailyIns_8desc_9",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{300801,"dailyIns_9desc_1",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",300802,"0",0},
{300802,"dailyIns_9desc_2",0,"playername",4,0,"",0,"",1,"0",300803,"0",0},
{300803,"dailyIns_9desc_3",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",300804,"0",0},
{300804,"dailyIns_9desc_4",0,"playername",4,0,"",0,"",1,"0",300805,"0",0},
{300805,"dailyIns_9desc_5",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",300806,"0",0},
{300806,"dailyIns_9desc_6",0,"playername",4,0,"",0,"",1,"0",300807,"0",0},
{300807,"dailyIns_9desc_7",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",0,"0",0},
{300901,"dailyIns_10desc_1",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",300902,"0",0},
{300902,"dailyIns_10desc_2",0,"playername",4,0,"",0,"",1,"0",300903,"0",0},
{300903,"dailyIns_10desc_3",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",300904,"0",0},
{300904,"dailyIns_10desc_4",0,"playername",4,0,"",0,"",1,"0",300905,"0",0},
{300905,"dailyIns_10desc_5",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",300906,"0",0},
{300906,"dailyIns_10desc_6",0,"playername",4,0,"",0,"",1,"0",300907,"0",0},
{300907,"dailyIns_10desc_7",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",300908,"0",0},
{300908,"dailyIns_10desc_8",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{301001,"dailyIns_11desc_1",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",301002,"0",0},
{301002,"dailyIns_11desc_2",0,"playername",4,0,"",0,"",1,"0",301003,"0",0},
{301003,"dailyIns_11desc_3",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",301004,"0",0},
{301004,"dailyIns_11desc_4",0,"playername",4,0,"",0,"",1,"0",301005,"0",0},
{301005,"dailyIns_11desc_5",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",301006,"0",0},
{301006,"dailyIns_11desc_6",0,"playername",4,0,"",0,"",1,"0",301007,"0",0},
{301007,"dailyIns_11desc_7",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",301008,"0",0},
{301008,"dailyIns_11desc_8",0,"playername",4,0,"",0,"",1,"0",301009,"0",0},
{301009,"dailyIns_11desc_9",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",0,"0",0},
{301101,"dailyIns_12desc_1",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",301102,"0",0},
{301102,"dailyIns_12desc_2",0,"playername",4,0,"",0,"",1,"0",301103,"0",0},
{301103,"dailyIns_12desc_3",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",301104,"0",0},
{301104,"dailyIns_12desc_4",0,"playername",4,0,"",0,"",1,"0",301105,"0",0},
{301105,"dailyIns_12desc_5",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",301106,"0",0},
{301106,"dailyIns_12desc_6",0,"playername",4,0,"",0,"",1,"0",301107,"0",0},
{301107,"dailyIns_12desc_7",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",301108,"0",0},
{301108,"dailyIns_12desc_8",0,"playername",4,0,"",0,"",1,"0",301109,"0",0},
{301109,"dailyIns_12desc_9",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",301110,"0",0},
{301110,"dailyIns_12desc_10",0,"playername",4,0,"",0,"",1,"0",301111,"0",0},
{301111,"dailyIns_12desc_11",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",0,"0",0},
{301201,"dailyIns_13desc_1",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",301202,"0",0},
{301202,"dailyIns_13desc_2",0,"playername",4,0,"",0,"",1,"0",301203,"0",0},
{301203,"dailyIns_13desc_3",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",301204,"0",0},
{301204,"dailyIns_13desc_4",0,"playername",4,0,"",0,"",1,"0",301205,"0",0},
{301205,"dailyIns_13desc_5",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",301206,"0",0},
{301206,"dailyIns_13desc_6",0,"playername",4,0,"",0,"",1,"0",301207,"0",0},
{301207,"dailyIns_13desc_7",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",301208,"0",0},
{301208,"dailyIns_13desc_8",0,"playername",4,0,"",0,"",1,"0",301209,"0",0},
{301209,"dailyIns_13desc_9",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",0,"0",0},
{301301,"dailyIns_14desc_1",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",301302,"0",0},
{301302,"dailyIns_14desc_2",0,"playername",4,0,"",0,"",1,"0",301303,"0",0},
{301303,"dailyIns_14desc_3",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",301304,"0",0},
{301304,"dailyIns_14desc_4",0,"playername",4,0,"",0,"",1,"0",301305,"0",0},
{301305,"dailyIns_14desc_5",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",301306,"0",0},
{301306,"dailyIns_14desc_6",0,"playername",4,0,"",0,"",1,"0",301307,"0",0},
{301307,"dailyIns_14desc_7",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",301308,"0",0},
{301308,"dailyIns_14desc_8",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{301401,"dailyIns_15desc_1",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",301402,"0",0},
{301402,"dailyIns_15desc_2",0,"playername",4,0,"",0,"",1,"0",301403,"0",0},
{301403,"dailyIns_15desc_3",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",301404,"0",0},
{301404,"dailyIns_15desc_4",0,"playername",4,0,"",0,"",1,"0",301405,"0",0},
{301405,"dailyIns_15desc_5",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",301406,"0",0},
{301406,"dailyIns_15desc_6",0,"playername",4,0,"",0,"",1,"0",301407,"0",0},
{301407,"dailyIns_15desc_7",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",301408,"0",0},
{301408,"dailyIns_15desc_8",0,"playername",4,0,"",0,"",1,"0",301409,"0",0},
{301409,"dailyIns_15desc_9",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",0,"0",0},
{301501,"dailyIns_16desc_1",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",301502,"0",0},
{301502,"dailyIns_16desc_2",0,"playername",4,0,"",0,"",1,"0",301503,"0",0},
{301503,"dailyIns_16desc_3",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",301504,"0",0},
{301504,"dailyIns_16desc_4",0,"playername",4,0,"",0,"",1,"0",301505,"0",0},
{301505,"dailyIns_16desc_5",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",301506,"0",0},
{301506,"dailyIns_16desc_6",0,"playername",4,0,"",0,"",1,"0",301507,"0",0},
{301507,"dailyIns_16desc_7",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",301508,"0",0},
{301508,"dailyIns_16desc_8",0,"playername",4,0,"",0,"",1,"0",301509,"0",0},
{301509,"dailyIns_16desc_9",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",301510,"0",0},
{301510,"dailyIns_16desc_10",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{301601,"dailyIns_17desc_1",0,"heroname_1005",3,100502,"face_happy",0,"",1,"0",0,"0",0},
{301701,"dailyIns_18desc_1",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",0,"0",0},
{301801,"dailyIns_19desc_1",0,"heroname_1005",3,100502,"face_happy",0,"",1,"0",301802,"0",0},
{301802,"dailyIns_19desc_2",0,"heroname_1005",3,100502,"face_happy",0,"",1,"0",0,"0",0},
{301901,"dailyIns_20desc_1",0,"heroname_1039",1,103902,"face_nomal",0,"",1,"0",301902,"0",0},
{301902,"dailyIns_20desc_2",0,"heroname_1039",1,103902,"face_nomal",0,"",1,"0",0,"0",0},
{302001,"dailyIns_21desc_1",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",302002,"0",0},
{302002,"dailyIns_21desc_2",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",0,"0",0},
{302101,"dailyIns_22desc_1",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",302102,"0",0},
{302102,"dailyIns_22desc_2",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",0,"0",0},
{302201,"dailyIns_23desc_1",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{302301,"dailyIns_24desc_1",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{302401,"dailyIns_25desc_1",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0}
},
Len=968
}
return e 
