routePath,sourceTable,activeSelf,activeInHierarchy,siblingIndex,siblingCount,anchoredPosition,localScale,sizeDelta,anchorMin,anchorMax,sourceEvidence,runtimeControlEvidence,classification,proposedExactChange
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/im_frame,routes,False,False,2,6,1/0,1.03/1.03/1.03,146/146,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/im_occupation,routes,False,False,4,6,68/57.5,0.63333315/0.63333315/0.63333315,76/72,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/im_quality,routes,False,False,3,6,-81/56,1/1/1,84/45,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/im_touxiang,routes,False,False,1,6,0/0,-0.9/0.9/0.9,150/150,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts,routes,False,False,5,6,-76.7/-38.7,1.6666664/1.6666664/1.6666664,0/0,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start1,routes,False,False,0,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start2,routes,False,False,1,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start3,routes,False,False,2,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start4,routes,False,False,3,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start5,routes,False,False,4,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start6,routes,False,False,5,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start7,routes,False,False,6,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/bg,routes,False,False,0,3,0/0,1/1/1,0/0,0/0,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5,routes,False,False,4,6,0/0,1/1/1,240/90,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/ScrollViewGrid,routes,False,False,2,3,-30/0,1/1/1,180/90,0.5/1,0.5/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/ScrollViewGrid/Viewport,routes,False,False,0,1,0/0,1/1/1,0/0,0/0,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/ScrollViewGrid/Viewport/grid,routes,False,False,0,1,0/0,1/1/1,0/0,0/1,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem,routes,False,False,1,3,90/20,0.3/0.3/0.6,146/148,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/im_bg,routes,False,False,0,6,0/0,1/1/1,90/90,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/im_frame,routes,False,False,2,6,1/0,1.03/1.03/1.03,146/146,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/im_occupation,routes,False,False,4,6,68/57.5,0.63333315/0.63333315/0.63333315,76/72,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/im_quality,routes,False,False,3,6,-81/56,1/1/1,84/45,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/im_touxiang,routes,False,False,1,6,0/0,-0.9/0.9/0.9,150/150,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts,routes,False,False,5,6,-76.7/-38.7,1.6666664/1.6666664/1.6666664,0/0,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start1,routes,False,False,0,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start2,routes,False,False,1,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start3,routes,False,False,2,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start4,routes,False,False,3,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start5,routes,False,False,4,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start6,routes,False,False,5,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem/starts/im_start7,routes,False,False,6,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/bg,routes,False,False,0,3,0/0,1/1/1,0/0,0/0,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6,routes,False,False,5,6,0/0,1/1/1,240/90,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/ScrollViewGrid,routes,False,False,2,3,-30/0,1/1/1,180/90,0.5/1,0.5/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/ScrollViewGrid/Viewport,routes,False,False,0,1,0/0,1/1/1,0/0,0/0,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/ScrollViewGrid/Viewport/grid,routes,False,False,0,1,0/0,1/1/1,0/0,0/1,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem,routes,False,False,1,3,90/20,0.3/0.3/0.6,146/148,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/im_bg,routes,False,False,0,6,0/0,1/1/1,90/90,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/im_frame,routes,False,False,2,6,1/0,1.03/1.03/1.03,146/146,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/im_occupation,routes,False,False,4,6,68/57.5,0.63333315/0.63333315/0.63333315,76/72,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/im_quality,routes,False,False,3,6,-81/56,1/1/1,84/45,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/im_touxiang,routes,False,False,1,6,0/0,-0.9/0.9/0.9,150/150,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts,routes,False,False,5,6,-76.7/-38.7,1.6666664/1.6666664/1.6666664,0/0,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start1,routes,False,False,0,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start2,routes,False,False,1,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start3,routes,False,False,2,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start4,routes,False,False,3,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start5,routes,False,False,4,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start6,routes,False,False,5,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start7,routes,False,False,6,7,0/0,1/1/1,21/21,0/0,0/0,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/bg,routes,False,False,0,3,0/0,1/1/1,0/0,0/0,1/1,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/im_bg,routes,False,False,0,4,0/0,1/1/1,0/630,0/0.5,1/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/team_desc_right,routes,False,False,1,4,0/285,1/1/1,200/23.5,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle/TopRight/btnTwoSpeed,routes,True,False,2,3,-46.2/-33.7,1/1/1,32/31,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,"UI_NormalBattle.lua lines 111-131, 413-417, 683-687, 1193, 1278 control speed state and active state",needs_runtime_or_handler_evidence,do not patch active/sprite/child state until source-backed xLua/GameEntry/ModulesInit runtime state is available
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name/txt_chengzhan_server,tmp_text,True,False,0,1,-1/0,1/1/1,40.020004/16.01,0/0.5,0/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,"UI_NormalBattle.lua lines 222, 1194, 1218, 1224 control top-center visibility",needs_runtime_or_handler_evidence,do not patch active/sprite/child state until source-backed xLua/GameEntry/ModulesInit runtime state is available
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon/text_huihe,tmp_text,False,False,2,3,-10.400024/4.700012,1/1/1,30/8,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,route exists in BATTLE54/BATTLE69 source join; no source-backed runtime state delta proven,analysis_only,no route transform patch in BATTLE70; compare after map/view framing is corrected
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_FirstAttack,tmp_text,False,False,10,14,167/23,1/1/1,112.02/16.01,0.5/0.5,0.5/0.5,BATTLE54/BATTLE69 route/card/TMP/mask evidence join,"UI_NormalBattle.lua lines 222, 1194, 1218, 1224 control top-center visibility",needs_runtime_or_handler_evidence,do not patch active/sprite/child state until source-backed xLua/GameEntry/ModulesInit runtime state is available
