referenceElement,rootName,hierarchyPath,gameObjectName,gameObjectId,rectPathId,active,depth,anchoredPos,sizeDelta,localScale,spriteNames,texts,buttonHandlers,candidateReason
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/p_chat_private/head_yuan150/p_chat_private_frame,p_chat_private_frame,1471632918470315019,4722122412667686506,True,5,"0.0,0.0","200.0,200.0","1.0,1.0,1.0",IC_touxiangzhezhao,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_17/txt_act_name,txt_act_name,4211405187702228721,4728063863774275666,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer43,Renderer43,5779967494621594855,4752331832606293238,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_2/im_redpoint/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),5948292768051071742,4762068937945778580,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou,fanhui_guide_shou,-5676368654453416522,4770820143629459276,False,4,"-188.0,-71.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/other/text_youjian/bg_name/text_name,text_name,-1720728295328038582,4803386121824778179,True,8,"0.0,0.0","36.0,40.0","1.0,1.0,1.0",,시스템,,strong_reference_layout_candidate_old_root_has_matching_stack
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu,node_renwu,1912777633331111103,4819180499987017672,True,2,"87.80000305175781,137.1999969482422","0.0,0.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_15/im_bg,im_bg,-5777616770958632067,4836857514725141272,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_5/im_bg,im_bg,-8213177657694209359,4846822287272984156,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/left/leftbannerNode/huodong3/Viewport,Viewport,-8994618220874886279,4940853044098671873,True,4,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_12/txt_act_name,txt_act_name,7789208860844877972,4961605995015323509,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_8,btn_act_8,-3603884328364220888,4970418324314902215,False,3,"850.0,-150.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_8/btn_act,btn_act,4522992948626508498,5010313088609705033,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_1/un_MainInterface_fire/effect/2,2,5458357251750777817,5024020532936883477,True,6,"-3.5999999046325684,-65.5999984741211","100.0,100.0","65.54199981689453,65.54199981689453,65.54199981689453",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_3/btn_act,btn_act,7758462513704672868,5031178314584889840,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle1/toggle_node/im_camp_underwear_gift,im_camp_underwear_gift,5340266275277257572,5058206024329366998,False,6,"27.5,39.79999923706055","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/jiarutishi4/text_tmp_message/bg_ditu/im_tanhao,im_tanhao,-7106754761665114026,5097649741452679685,True,6,"23.0,-34.20000076293945","66.0,40.0","1.0,1.0,1.0",IC_bxn,,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface_old,UI_MainInterface_old/mask/btn_jiantou2/boxcollider,boxcollider,3723339346826458094,5147665056579148154,True,3,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/mask/btn_jiantou2/boxcollider,boxcollider,3723339346826458094,5147665056579148154,True,3,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer48,Renderer48,-6153760606969487911,5159771342600410443,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle6/toggle_node/btnToggle6/text_off,text_off,-6388828218037548926,5170748638307436376,True,7,"0.0,-24.0","70.0,30.0","1.0,1.0,1.0",,마을,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface_old,UI_MainInterface_old/mask/btn_jiantou2,btn_jiantou2,-9129557366874932922,5190742600730737462,True,2,"-405.0,50.0","32.0,33.0","0.8999999761581421,0.8999999761581421,0.8999999761581421",T_guajitanchuang_jiantou_1,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/mask/btn_jiantou2,btn_jiantou2,-9129557366874932922,5190742600730737462,True,2,"-405.0,50.0","32.0,33.0","0.8999999761581421,0.8999999761581421,0.8999999761581421",T_guajitanchuang_jiantou_1,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu2/btn_lingqu,btn_lingqu,-2550072061897721504,5201801466445626401,True,5,"106.5,-3.0","329.20001220703125,37.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/btn_qianwang,btn_qianwang,-6973826045512480434,5225035339788018947,False,7,"29.399999618530273,0.20000000298023224","329.20001220703125,37.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/btn_qianwang,btn_qianwang,-6973826045512480434,5225035339788018947,False,7,"29.399999618530273,0.20000000298023224","329.20001220703125,37.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_17/root_red_fix/root_red_special,root_red_special,4807064248613380642,5237202988806147218,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/btn_download/tmp_bubble_pro,tmp_bubble_pro,-5910782650127326653,5265363052602055773,True,3,"1.0,-19.299999237060547","0.0,30.0","1.0,1.0,1.0",,0%,,strong_reference_layout_candidate_old_root_has_matching_stack
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/head_yuan150/im_mask,im_mask,-309653150013598193,5267460366875710141,True,4,"0.0,0.0","150.0,150.0","0.8999999761581421,0.8999999761581421,1.0",IC_touxiangzhezhao,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/head_yuan150/im_mask,im_mask,-309653150013598193,5267460366875710141,True,4,"0.0,0.0","150.0,150.0","0.8999999761581421,0.8999999761581421,1.0",IC_touxiangzhezhao,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/im_vip_bg/im_redpoint_vip/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-2689270163899292166,5278228146200088352,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_1/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-3123453227284428610,5280832932551049796,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_18/im_qipao1/RedDot,RedDot,4565396052117152462,5296633918910547439,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/Viewport/Content/avg/text_youjian/bg_name,bg_name,4525016035114622996,5342270635738855364,False,7,"3.0999755859375,0.0","56.0,22.0","1.0,1.0,1.0",UI_liaotian_xitongtiao2,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian,liaotian,9175853281445361144,5395517689795111462,True,2,"319.70001220703125,-296.79998779296875","342.0,135.0","1.0,1.0,1.0",chat_mainpage_frame,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_12/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-1904526882069191504,5407162570899951454,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle6/toggle_node/btnToggle6,btnToggle6,-8517175829876979784,5407916960501945402,True,6,"-2.300048828125,1.0","100.0,98.0","1.0,1.0,1.0",,,UI_MainPage.onBtnCity:199,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_3/im_qipao1,im_qipao1,4949423071784287588,5525877200523027916,True,4,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_12/spine_root,spine_root,-6054182551124315084,5552683488201802368,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/world_node_red/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),5808028294739771624,5560473991156168445,False,5,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_15/spine_root,spine_root,2990115562757709371,5567700721871806244,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu1/text,text,6435572421204311039,5588474515677537493,True,7,"15.0,0.0","189.72999572753906,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu1/text,text,6435572421204311039,5588474515677537493,True,7,"15.0,0.0","189.72999572753906,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/text_big,text_big,-3622256103402489428,5611221341508507661,True,4,"-170.1000213623047,-74.5","70.0,60.0","1.0,1.0,1.0",,전,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_7/im_qipao1/text_num,text_num,6273024761296430784,5615721250896483928,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/im_qipao1/text_num,text_num,6399032237056098636,5621812877008503804,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/spine_xiaoren/Renderer6,Renderer6,-2938550227788907852,5639075895770934085,False,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_9/root_red_fix/root_red_special,root_red_special,9060474277627676895,5641679011817551199,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_11/root_red_fix,root_red_fix,560597304511406827,5718930817400443517,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_2/im_qipao1,im_qipao1,1675091690059877510,5722529282497958366,True,4,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_2/un_MainInterface_fire/effect/1,1,7630327029292245949,5726637899828158520,True,6,"-1.2999999523162842,0.699999988079071","100.0,100.0","70.9729995727539,70.9729995727539,70.9729995727539",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/im_qipao1/RedDot,RedDot,1269642127796789082,5756240931640420339,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/btn_yueka,btn_yueka,-8785457446254460112,5767712389872575974,False,3,"-171.32763671875,25.0","41.0,42.0","1.0,1.0,1.0",multilang_IC_yueka,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_3/btn_act,btn_act,-2553354194769653034,5782821645448639093,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,UI_MainPageActItem.inline_function:24,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_2/root_red_fix,root_red_fix,-5151081682972457751,5807677379392824372,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_14/txt_act_name,txt_act_name,8889540005387589298,5810249116969808122,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/spine_xiaoren/Renderer12,Renderer12,-3459106948996613570,5843474588207934794,False,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_3/im_qipao1/RedDot,RedDot,-3121616507368381086,5846969057934578047,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_3/un_MainInterface_fire/effect/2,2,-4632382289007581618,5869467828860411550,True,6,"-3.5999999046325684,-65.5999984741211","100.0,100.0","65.54199981689453,65.54199981689453,65.54199981689453",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/btn_show,btn_show,-5236341101107464188,5912329455179860930,False,1,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",Image_blank,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/spine_xiaoren/Renderer10,Renderer10,-8246178724792833248,5929064030841229611,False,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/im_redpoint_shangdian/RedDot,RedDot,-2076010958768964327,5934379608520492283,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/im_redpoint_shangdian/RedDot,RedDot,-2076010958768964327,5934379608520492283,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/txt_act_name,txt_act_name,-168378924471343848,5936815976318721890,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장 속 약속,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_3/im_redpoint/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-6778901352873250663,5945698724261078756,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_4/im_redpoint,im_redpoint,8717270506838362880,5954440455150368682,False,4,"40.0,44.0","27.0,27.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface,UI_MainInterface/left/leftbannerNode/showBannerDescNode/bannerBgBtn,bannerBgBtn,3932682649291599269,6008454114601965793,True,4,"934.0,0.0","2000.0,1200.0","1.0,1.0,1.0",,,UI_MainPage.inline_function:169,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/other/text_youjian/bg_name,bg_name,5052789744040744717,6101057136040366033,False,7,"3.100006103515625,0.0","56.0,22.0","1.0,1.0,1.0",UI_liaotian_xitongtiao2,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/btn_act,btn_act,-5047846913675438484,6156200035339212182,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,UI_MainPageActItem.inline_function:24,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface_old,UI_MainInterface_old/right/UI_currency/im_zuanshi,im_zuanshi,3499657764532779060,6188231529414612087,True,3,"-69.0,1.0","100.0,100.0","0.5,0.5,0.2800000011920929",itemicon_1001,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/mask_notice/text_notice_desc,text_notice_desc,-4473345024729134793,6237542365269954247,True,8,"-84.9000015258789,-9.059906005859375e-06","72.01000213623047,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/mask_notice/text_notice_desc,text_notice_desc,-4473345024729134793,6237542365269954247,True,8,"-84.9000015258789,-9.059906005859375e-06","72.01000213623047,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/mask_notice/text_notice_desc,text_notice_desc,-4473345024729134793,6237542365269954247,True,8,"-84.9000015258789,-9.059906005859375e-06","72.01000213623047,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_2/im_qipao1/RedDot,RedDot,-1674910875864426581,6241679458656989253,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle1/toggle_node/im_camp_red_point/RedDot,RedDot,-2402655198330840544,6294496300364036817,True,7,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_5/txt_act_name,txt_act_name,3602759129492269193,6296942880544583239,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,クローゼットの約束,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_16/im_qipao1/RedDot,RedDot,2704669275631118694,6307335397763122487,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_6/im_qipao1/text_num,text_num,-5924753826158497233,6307450984482777401,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/spine_xiaoren/Renderer7,Renderer7,2453520780979060013,6323850952366388260,False,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface,UI_MainInterface/left/leftbannerNode/huodong3/Viewport/Content/btn_huodong3,btn_huodong3,-5531894529134868486,6337183432698321669,True,6,"0.0,0.0","240.0,110.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_18,btn_act_18,7647773084893441938,6343944122542663963,True,3,"-300.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_12/btn_act,btn_act,7016226415507377111,6358558666799476393,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_3/spine_root,spine_root,8469398524860082183,6424475869775191271,True,4,"0.0,2.0","100.0,100.0","1.0,1.0,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_19/im_qipao1/RedDot,RedDot,5646411085829618921,6445505805998733327,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/other,other,-8397663486365499513,6461912968298304033,True,5,"0.0,-13.0","0.0,0.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/im_new/NewShow,NewShow,-4579354140100768744,6467260430756439955,True,7,"0.0,0.0","100.0,100.0","0.699999988079071,0.699999988079071,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/im_new/NewShow,NewShow,-4579354140100768744,6467260430756439955,True,7,"0.0,0.0","100.0,100.0","0.699999988079071,0.699999988079071,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/huodong3/bg_dot,bg_dot,-5069919135778306511,6471303635295782288,True,3,"-4.0,-91.474609375","0.0,12.0","1.0,1.0,1.0",BG_huadongyemian,,,strong_reference_layout_candidate_old_root_has_matching_stack
hide_show_mask,UI_MainInterface,UI_MainInterface/btn_show/btn_qinmi2,btn_qinmi2,6683610392345918860,6473325884107987171,True,2,"-100.0,-252.0","158.0,142.0","0.7999999523162842,0.7999999523162842,1.0",T_daojudi,,UI_MainPage.onBtnFavorability:160,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_8/txt_act_name,txt_act_name,5870002579785325674,6480279144309511840,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle1/toggle_node/im_camp_new,im_camp_new,5477300934792513717,6501274608549537938,True,6,"34.0,44.0","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/btn_qianwang/bg,bg,-9053857454084686299,6513569893567561150,True,8,"77.4000015258789,0.0","82.0,37.0","1.0,1.0,1.0",BTN_kaiguan,,,prefab_hierarchy_name_sprite_handler_candidate
