time,motion_all,motion_top,motion_center,motion_bottom_hud,motion_right_rail,bright_ratio,dark_ratio
539.82,0.011707,0.006826,0.013863,0.016842,0.002348,0.057989,0.000893
540.33,0.008173,0.005073,0.01076,0.009292,0.001526,0.057366,0.000939
540.84,0.006748,0.003148,0.008712,0.009283,0.005804,0.05665,0.000921
541.34,0.010729,0.009195,0.013116,0.01146,0.007218,0.056855,0.000884
541.85,0.038043,0.004989,0.073423,0.009047,0.003697,0.050298,0.000456
542.35,0.007208,0.003816,0.011487,0.005037,1.9e-05,0.049907,0.000428
542.86,0.005596,0.00421,0.009761,0.000989,1.5e-05,0.049767,0.000456
543.37,0.010656,0.009227,0.018747,0.000107,2e-05,0.052902,0.000419
543.87,0.043754,0.026743,0.074493,0.013776,0.000219,0.048372,0.000437
544.38,0.011005,0.019074,0.015866,3e-06,4e-06,0.048763,0.0004
544.88,0.167295,0.0866,0.225924,0.096422,0.246464,0.00425,0.000391
545.39,0.275011,0.285675,0.304478,0.223997,0.26483,0.038486,0.000205
545.89,0.083226,0.089588,0.109594,0.063056,0.014871,0.037788,0.000102
546.4,0.079088,0.092459,0.099802,0.060157,0.020651,0.047396,0.000419
546.91,0.0554,0.03776,0.078342,0.047143,0.015798,0.045061,0.00027
547.41,0.055101,0.046704,0.07337,0.047018,0.015882,0.047619,0.000353
547.92,0.083579,0.068467,0.113022,0.073426,0.01297,0.083882,0.000251
548.42,0.078514,0.066221,0.106638,0.066763,0.014202,0.050772,0.000214
548.93,0.062903,0.059287,0.077701,0.062637,0.013456,0.048279,0.000195
549.44,0.276082,0.251054,0.32901,0.218011,0.176392,0.274786,1.9e-05
549.94,0.492036,0.328888,0.517218,0.504954,0.495591,0.011226,0.024665
550.45,0.170308,0.284973,0.150704,0.123887,0.146669,0.010482,0.033575
550.95,0.167023,0.306652,0.138906,0.117249,0.177619,0.007757,0.036728
551.46,0.174678,0.293799,0.149223,0.132091,0.196355,0.012491,0.025949
551.97,0.490528,0.330772,0.555753,0.468117,0.458494,0.268517,2.8e-05
552.47,0.001388,0.001134,0.000714,0.003225,0.000824,0.269866,9e-06
552.98,0.282789,0.248772,0.326931,0.249272,0.180739,0.03736,0.000344
553.48,0.05094,0.036288,0.072105,0.040475,0.016928,0.040513,0.000344
553.99,0.03463,0.019557,0.048148,0.032819,0.015319,0.040495,0.000419
554.5,0.049624,0.02575,0.07384,0.04052,0.013995,0.036505,0.000288
555.0,0.05418,0.032814,0.077764,0.047241,0.014383,0.036626,0.000363
555.51,0.0812,0.056317,0.114357,0.072476,0.015233,0.03869,0.000279
556.01,0.07861,0.067882,0.107153,0.066184,0.016197,0.036951,0.00026
556.52,0.062951,0.059188,0.08848,0.042578,0.013981,0.045182,0.00026
557.03,0.067726,0.056051,0.093813,0.051418,0.018966,0.046196,0.000251
557.53,0.077904,0.067289,0.107174,0.061971,0.014989,0.050028,0.000223
558.04,0.093976,0.068654,0.125868,0.084617,0.014273,0.081743,0.000167
558.54,0.083174,0.062172,0.109799,0.075496,0.013847,0.049051,0.000214
559.05,0.062431,0.056886,0.083162,0.051152,0.014581,0.048326,0.000186
559.55,0.062942,0.042072,0.088111,0.053694,0.015139,0.04268,0.000223
560.06,0.066126,0.050694,0.090201,0.055025,0.015804,0.04268,0.000223
560.57,0.061313,0.061511,0.083427,0.040921,0.011959,0.045759,0.000205
561.07,0.196429,0.267017,0.200112,0.146567,0.138109,0.049665,0.000298
561.58,0.084089,0.033546,0.120672,0.081243,0.016325,0.046317,0.000409
562.08,0.08202,0.050199,0.107589,0.077096,0.015763,0.048465,0.000465
562.59,0.198575,0.264973,0.209828,0.155394,0.104831,0.041611,0.00014
563.1,0.061881,0.039644,0.091547,0.045872,0.004784,0.038923,0.000121
563.6,0.064809,0.057393,0.098098,0.031637,0.004162,0.034831,0.000121
564.11,0.065811,0.047352,0.098864,0.0422,0.0059,0.034422,0.000149
564.61,0.168792,0.170385,0.192429,0.12429,0.124949,0.037872,0.000316
565.12,0.05031,0.035812,0.071584,0.039935,0.01596,0.038123,0.000344
565.63,0.194577,0.26098,0.197363,0.150848,0.134136,0.045452,0.000549
566.13,0.082016,0.024463,0.120729,0.076202,0.014333,0.042327,0.000521
566.64,0.084674,0.045126,0.106503,0.085006,0.025881,0.054446,0.000502
567.14,0.095529,0.063848,0.123038,0.071823,0.060026,0.055022,0.00053
567.65,0.179579,0.227483,0.185983,0.140138,0.127307,0.045508,0.000102
568.16,0.060145,0.041083,0.076984,0.050195,0.030942,0.056436,0.000121
568.66,0.066337,0.043244,0.085404,0.054002,0.049413,0.04694,0.000112
569.17,0.140304,0.153854,0.146632,0.120643,0.098243,0.041815,0.000177
569.67,0.045719,0.034027,0.060104,0.044914,0.015057,0.040783,0.000149
570.18,0.150297,0.171752,0.163536,0.121278,0.090043,0.040569,6.5e-05
570.69,0.063363,0.042865,0.088463,0.052017,0.009193,0.041062,8.4e-05
571.19,0.069578,0.048442,0.103466,0.050105,0.003045,0.039239,0.000102
571.7,0.063306,0.05705,0.092793,0.038604,0.002306,0.035259,0.000307
572.2,0.062913,0.036444,0.094733,0.046614,0.003019,0.032868,0.000121
572.71,0.074886,0.044276,0.113986,0.04972,0.010662,0.036161,0.000158
573.21,0.056412,0.03468,0.083648,0.041423,0.005658,0.041481,0.000158
573.72,0.061732,0.042234,0.091261,0.0449,0.004145,0.039304,0.000121
574.23,0.064751,0.051712,0.099984,0.034297,0.002307,0.041267,0.000167
574.73,0.068171,0.045615,0.104354,0.045056,0.003057,0.033659,0.00014
575.24,0.076504,0.035976,0.122149,0.048861,0.002865,0.033984,0.00014
575.74,0.105,0.099256,0.137933,0.046607,0.102407,0.106957,0.000223
576.25,0.072675,0.06733,0.101888,0.050687,0.002179,0.109412,0.000121
576.76,0.084706,0.086184,0.121767,0.049327,0.001644,0.114072,0.000112
577.26,0.089985,0.079295,0.133127,0.053455,0.002521,0.10958,0.000112
577.77,0.07813,0.054429,0.108192,0.069103,0.009603,0.116202,0.000195
578.27,0.290362,0.298257,0.268029,0.303918,0.359067,0.012621,0.000307
578.78,0.017049,0.009038,0.01946,0.01738,0.016122,0.012909,0.000344
579.29,0.018073,0.015464,0.0209,0.014321,0.014254,0.013272,0.00027
579.79,0.015729,0.008444,0.020557,0.01044,0.017065,0.013114,0.00026
580.3,0.018326,0.013687,0.02034,0.014791,0.021693,0.016164,0.000279
580.8,0.212286,0.235537,0.201786,0.236481,0.249793,0.077418,2.8e-05
581.31,0.037083,0.037988,0.042624,0.035948,0.032407,0.163077,7.4e-05
581.82,0.001382,0.004556,0.001123,0.000121,6e-05,0.163681,7.4e-05
582.32,0.001286,0.004128,0.001126,3.9e-05,2.3e-05,0.163393,7.4e-05
582.83,0.228066,0.251777,0.215549,0.254508,0.278218,0.013616,0.00026
583.33,0.03731,0.061522,0.028042,0.041739,0.040054,0.016053,0.000251
583.84,0.301913,0.331506,0.274866,0.311369,0.376041,0.109208,5.6e-05
584.35,0.095439,0.096071,0.140043,0.050331,0.004278,0.116732,0.000242
584.85,0.107275,0.086664,0.163389,0.056707,0.004045,0.109077,0.000195
585.36,0.064698,0.041517,0.092427,0.056471,0.002556,0.107961,0.00014
585.86,0.099083,0.10655,0.146373,0.04366,0.001984,0.118276,9.3e-05
586.37,0.378686,0.409408,0.289958,0.440644,0.582821,0.108129,0.039462
586.87,0.001692,0.003376,0.00199,0.00049,0.000156,0.108036,0.039472
587.38,0.001626,0.001906,0.001774,0.001802,3.2e-05,0.108045,0.039509
587.89,0.001308,0.002785,0.001686,1.4e-05,0.0,0.108036,0.039462
588.39,0.003683,0.004262,0.004171,0.002851,0.002501,0.110789,0.040672
588.9,0.000959,0.000847,0.00161,0.000152,0.0,0.110761,0.040597
589.4,0.003477,0.000586,0.00622,0.00164,0.0,0.110928,0.039044
589.91,0.371963,0.391773,0.27813,0.446344,0.582821,0.12075,0.000223
590.42,0.063068,0.032522,0.096514,0.046436,0.001952,0.114062,0.000195
590.92,0.079624,0.057807,0.120258,0.051299,0.002047,0.110612,0.000195
591.43,0.067217,0.050033,0.101592,0.042837,0.001786,0.107022,0.000167
591.93,0.073856,0.026747,0.116118,0.060745,0.001201,0.113588,0.000186
592.44,0.271743,0.30256,0.29609,0.173576,0.342577,0.048819,0.000651
592.95,0.084519,0.03016,0.118115,0.083415,0.02063,0.049247,0.000521
593.45,0.084396,0.044745,0.112168,0.082169,0.035235,0.049247,0.000642
593.96,0.076579,0.030386,0.105364,0.072505,0.024898,0.047507,0.000605
594.46,0.081481,0.032879,0.112474,0.092716,0.017325,0.045926,0.000586
594.97,0.102312,0.036631,0.148718,0.101411,0.030787,0.050409,0.000419
595.48,0.09383,0.050802,0.128581,0.084812,0.031868,0.051721,0.0004
595.98,0.091834,0.055826,0.122283,0.080138,0.04388,0.050065,0.000158
596.49,0.090086,0.044434,0.121432,0.076149,0.037759,0.055757,0.00013
596.99,0.088419,0.024293,0.125711,0.098991,0.031177,0.048205,0.000167
597.5,0.082037,0.02667,0.106583,0.110615,0.046279,0.050763,0.000158
598.01,0.111296,0.049399,0.150491,0.10212,0.020859,0.051451,0.000623
598.51,0.108118,0.052029,0.147628,0.087886,0.023379,0.058352,0.0008
599.02,0.072396,0.018143,0.108003,0.074283,0.020289,0.060519,0.000772
599.52,0.084139,0.034914,0.119111,0.086905,0.030399,0.057533,0.000818
600.03,0.083004,0.049978,0.101592,0.082241,0.026932,0.048084,0.000772
600.53,0.091164,0.039935,0.121894,0.07753,0.015236,0.046708,0.000781
